system   D            wsystem.c:583  maybe_parent_dir                 [   0.00028] Also searching C:\Terraf0rm\Terraf0rm\Terraf0rm\
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.40988] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.40990] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.40991] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.40992] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.40993] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.40994] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.40995] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.40995] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.40996] Fake format
d3d      D         d3d_disp.cpp:1362 real_choose_bitmap_format        [   0.40997] Alpha doesn't match
d3d      D         d3d_disp.cpp:1369 real_choose_bitmap_format        [   0.40998] Adapter format is 23
d3d      D         d3d_disp.cpp:1372 real_choose_bitmap_format        [   0.41000] Found a format
d3d      I         d3d_disp.cpp:2446 _al_d3d_create_bitmap            [   0.41001] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.41046] added dtor for object 00C6A3C8, func 541727D4
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.41106] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.41108] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.42786] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.42788] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.45293] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.45295] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.45296] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.45297] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.45298] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.45299] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.45300] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.45301] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.45302] Fake format
d3d      D         d3d_disp.cpp:1362 real_choose_bitmap_format        [   0.45303] Alpha doesn't match
d3d      D         d3d_disp.cpp:1369 real_choose_bitmap_format        [   0.45304] Adapter format is 23
d3d      D         d3d_disp.cpp:1372 real_choose_bitmap_format        [   0.45305] Found a format
d3d      I         d3d_disp.cpp:2446 _al_d3d_create_bitmap            [   0.45306] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.45338] added dtor for object 00C6A4C8, func 541727D4
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.45389] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.45391] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.46251] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.46253] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.47524] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.47526] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.47527] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.47528] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.47529] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.47531] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.47532] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.47533] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.47534] Fake format
d3d      D         d3d_disp.cpp:1362 real_choose_bitmap_format        [   0.47535] Alpha doesn't match
d3d      D         d3d_disp.cpp:1369 real_choose_bitmap_format        [   0.47536] Adapter format is 23
d3d      D         d3d_disp.cpp:1372 real_choose_bitmap_format        [   0.47537] Found a format
d3d      I         d3d_disp.cpp:2446 _al_d3d_create_bitmap            [   0.47538] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.47572] added dtor for object 00C6A5C8, func 541727D4
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.47614] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.47616] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.48457] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.48460] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.49726] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.49728] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.49729] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.49730] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.49731] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.49732] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.49733] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.49734] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.49735] Fake format
d3d      D         d3d_disp.cpp:1362 real_choose_bitmap_format        [   0.49736] Alpha doesn't match
d3d      D         d3d_disp.cpp:1369 real_choose_bitmap_format        [   0.49737] Adapter format is 23
d3d      D         d3d_disp.cpp:1372 real_choose_bitmap_format        [   0.49738] Found a format
d3d      I         d3d_disp.cpp:2446 _al_d3d_create_bitmap            [   0.49739] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.49792] added dtor for object 00C6A6C8, func 541727D4
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.49860] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.49862] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.51532] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.51534] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.54058] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.54060] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.54061] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.54062] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.54063] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.54064] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.54065] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.54066] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   0.54067] Fake format
d3d      D         d3d_disp.cpp:1362 real_choose_bitmap_format        [   0.54068] Alpha doesn't match
d3d      D         d3d_disp.cpp:1369 real_choose_bitmap_format        [   0.54069] Adapter format is 23
d3d      D         d3d_disp.cpp:1372 real_choose_bitmap_format        [   0.54070] Found a format
d3d      I         d3d_disp.cpp:2446 _al_d3d_create_bitmap            [   0.54071] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.54121] added dtor for object 00C6A8F8, func 541727D4
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.54197] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.54199] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.55909] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.55912] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62015] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62019] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62133] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62135] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62153] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62155] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62163] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62165] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62174] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62175] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62248] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62250] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62305] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62307] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62356] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62357] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62445] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62447] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62628] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62631] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62713] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62715] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62834] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62838] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62899] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62901] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.62958] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.62960] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   0.63046] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   0.63048] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   1.75518] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   1.75520] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   1.75521] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   1.75522] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   1.75523] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   1.75524] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   1.75526] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   1.75527] Fake format
d3d      D         d3d_disp.cpp:1354 real_choose_bitmap_format        [   1.75528] Fake format
d3d      D         d3d_disp.cpp:1362 real_choose_bitmap_format        [   1.75529] Alpha doesn't match
d3d      D         d3d_disp.cpp:1369 real_choose_bitmap_format        [   1.75530] Adapter format is 23
d3d      D         d3d_disp.cpp:1372 real_choose_bitmap_format        [   1.75531] Found a format
d3d      I         d3d_disp.cpp:2446 _al_d3d_create_bitmap            [   1.75532] Chose bitmap format 9
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.75826] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.75829] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.76320] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.76326] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.76459] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.76461] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:457  _al_d3d_sync_bitmap              [   1.76756] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:462  _al_d3d_sync_bitmap              [   1.76759] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.95403] removed dtor for object 00C33780
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.95407] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.95412] removed dtor for object 00BC8BC0
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.96829] removed dtor for object 00BC8150
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.96831] removed dtor for object 00C2B388
dtor     D               dtor.c:114  _al_run_destructors              [  85.96835] calling dtor for object 00C6A8F8, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.96836] removed dtor for object 00C6A8F8
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.96838] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.96869] calling dtor for object 00C6A6C8, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.96871] removed dtor for object 00C6A6C8
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.96872] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.96905] calling dtor for object 00C6A5C8, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.96907] removed dtor for object 00C6A5C8
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.96908] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.96927] calling dtor for object 00C6A4C8, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.96928] removed dtor for object 00C6A4C8
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.96930] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.96945] calling dtor for object 00C6A3C8, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.96947] removed dtor for object 00C6A3C8
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.96948] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.96978] calling dtor for object 00C6A2C8, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.96980] removed dtor for object 00C6A2C8
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.96981] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.96999] calling dtor for object 00C6A158, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.97000] removed dtor for object 00C6A158
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.97001] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.97030] calling dtor for object 00C6A058, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.97032] removed dtor for object 00C6A058
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.97033] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.97064] calling dtor for object 00C69F58, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.97065] removed dtor for object 00C69F58
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.97067] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.97082] calling dtor for object 00C69DA8, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.97084] removed dtor for object 00C69DA8
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.97085] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.97104] calling dtor for object 00BC8B40, func 54171DA7
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.97105] removed dtor for object 00BC8B40
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.97128] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.97133] calling dtor for object 00C46FF0, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.97135] removed dtor for object 00C46FF0
dtor     D               dtor.c:114  _al_run_destructors              [  85.97170] calling dtor for object 00C42EC0, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.97172] removed dtor for object 00C42EC0
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.97173] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  85.97180] calling dtor for object 00C3ECE0, func 541727D4
dtor     D               dtor.c:214  _al_unregister_destructor        [  85.97181] removed dtor for object 00C3ECE0
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  85.97183] d3d_destroy_bitmap: Release video texture failed.
d3d      W         d3d_disp.cpp:798  d3d_destroy_device               [  86.07065] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1705 d3d_display_thread_proc          [  86.09065] d3d display thread exits
